Timestamp,Side,Thought entry price,Actual entry price,Spread,Velocity,OrderID,Size,Tick_1,Tick_2,Tick_3,Tick_4,Tick_5,Tick_6,Tick_7,Tick_8
1764686930.0370035,DOWN,0.23,0.23,0.01,-1508.3,0xd613a72ff71ede23d448d7ad2947efee27115270c2e46a1ce8b47d0165e5eb66,4.7,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.25
1764686923.518321,UP,0.81,0.81,0.01,2825.2,0x3244987ad5e07fd220bb3cab376600be7718bc664d2ef17a58e1320221cb80d1,1.33,0.81,0.82,0.8,0.79,0.79,0.78,0.78,0.76
1764686916.0453317,DOWN,0.21,0.24,0.01,-1713.0,0x24bf65442ebb4a2d2de96e2412205ee6a255e2244eff1ccf862f55b7fafa85a9,4.5,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.23
1764686910.7100348,UP,0.78,0.79,0.01,1638.4,0xff3b1999104740e201b53f7a4bc08046e043d876a72a1c0566b1a1fea20d8d6d,1.37,0.8,0.8,0.8,0.8,0.79,0.79,0.8,0.81
1764687016.7764032,DOWN,0.17,0.18,0.01,-1521.0,0x16225d6c40e0e7adb0f8e0e9a7f72d4daf0d21ecf936ec88e3136e5562cdb44e,6.0,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16
1764687006.0301263,DOWN,0.16,0.17,0.01,-1603.0,0x679de12ae93273cc3e87bcc88629c26f00530f1d372dc188ec29b5a1f0409f22,6.33,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.21
1764687000.0241356,UP,0.85,0.86,0.01,1934.2,0x456667c60aad924edde1d8bf847e02157f30a64cc6b786c2255772f9f748cfec,1.26,0.86,0.85,0.85,0.85,0.85,0.86,0.86,0.86
1764686988.4109778,UP,0.85,0.85,0.02,2827.9,0xdc452be74ee8b9bfce88a74e515a1fe08c13e5d4ae9bf4e0c92c97d537717287,1.27,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.85
1764686981.3725948,UP,0.84,0.85,0.01,2385.7,0x5dad78d7f14a5d606b4093c082a426ae11e3df523567e51a51bdb93b3531ee11,1.27,0.85,0.85,0.86,0.85,0.85,0.85,0.84,0.85
1764686976.3202927,UP,0.82,0.82,0.02,1723.9,0x7c3e2aa83d4fbf57059e1ebe38b1a1d7ceaebb735c42a0d627bbd56a0e641119,1.32,0.82,0.82,0.82,0.81,0.81,0.81,0.81,0.81
1764686969.7599053,UP,0.79,0.8,0.01,1555.1,0x8d4ec8435c5e1fa22f747966712cc75357f3153871a899a08a257c047b70f8de,1.35,0.8,0.8,0.8,0.8,0.81,0.81,0.81,0.82
1764687082.7977746,UP,0.81,0.82,0.01,4033.6,0xf6ebdaf1e1e629950281b86666acd2014180238eb4d063b831afcb05b9c6c0c8,1.32,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.83
1764687076.604601,DOWN,0.16,0.17,0.01,-1591.0,0xa6da29e9b1b724d67648af18f60ecdd1bd495a74fc776442e7ec6cffd3fcfbeb,6.35,0.2,0.22,0.22,0.23,0.23,0.23,0.23,0.23
1764687071.57862,UP,0.83,0.84,0.01,2100.9,0xd8c479be1a916eacabb7700f469411fd0bf7e7e8d976c8351c0133db20d08b8a,1.29,0.84,0.84,0.84,0.85,0.85,0.86,0.86,0.86
1764687066.3700302,UP,0.81,0.83,0.01,1877.4,0x15cf980892f1d5bd5e5cec75580c53d9760fb0952264787f9f77bfa431f5f4ab,1.3,0.83,0.83,0.82,0.83,0.83,0.83,0.82,0.83
1764687061.3320549,DOWN,0.15,0.15,0.01,-1567.9,0xa848121d7a9c51d79cf18e5c4e36e56fd08e1c345e660accd35b6ba7f5fd1f21,7.2,0.16,0.16,0.15,0.14,0.15,0.17,0.18,0.18
1764687052.3138573,UP,0.82,0.84,0.01,2181.3,0xa90ce5e9bf9e04b4c675e1ef3031269c373a3a13272fd41e6a0311f4f0705953,1.29,0.84,0.83,0.84,0.84,0.84,0.83,0.83,0.83
1764687041.7847745,DOWN,0.25,0.27,0.01,-1654.7,0x036b347781858457d717018232fca8a75041df63459607fd21f8d8c4cc398cb0,4.0,0.25,0.26,0.26,0.27,0.26,0.26,0.25,0.25
1764687033.9689496,UP,0.78,0.8,0.01,1748.9,0x81aeaebc5f8397359816f45ee48a2d2c0d0fa1949a2386b362c37879526e745f,1.35,0.8,0.81,0.81,0.81,0.81,0.81,0.8,0.8
1764687028.6285257,DOWN,0.16,0.19,0.02,-3439.8,0xd2ac44fefd2d850152b23c0a98439783918179268a8912523c4fe25de576cb81,5.68,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.2
1764687135.922116,UP,0.84,0.85,0.01,2014.5,0x9be35a2eebf4d51cf45f8b575056d8c8edcc75f26886331658eac44391a88d11,1.27,0.84,0.85,0.85,0.85,0.85,0.85,0.86,0.86
1764687128.9578164,DOWN,0.16,0.19,0.02,-1946.7,0x8a7b69b3bc532277fdae79a8da9d050fce37d919c25ad00c9f963b16c4c51ac7,5.68,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19
1764687114.7699769,DOWN,0.18,0.18,0.01,-1751.6,0x9e3922769ade427bec3b79e6db72889528891b38a6f735baa60868d052a26696,6.0,0.18,0.17,0.17,0.17,0.18,0.18,0.19,0.18
1764687108.9364538,UP,0.8,0.81,0.02,1517.7,0x9e00dd81301fd8f6f2dcf766c6ac6b4495fc0a8d1ec8cad095917faabafe2f5c,1.33,0.81,0.81,0.81,0.81,0.81,0.81,0.82,0.82
1764687103.7456567,UP,0.72,0.73,0.01,1610.8,0xe4525fd8b456b046c9e0321a46a6ec11eb6ad633c5da1f66156e7e85682e9fae,1.48,0.74,0.74,0.76,0.76,0.76,0.76,0.76,0.77
1764687097.302791,DOWN,0.26,0.28,0.01,-1517.9,0x9ac642e15faa394bef05e21f1d12e6a51e9749ddcbf7cf0e35e0114ff6dc749e,3.86,0.28,0.29,0.29,0.28,0.28,0.28,0.3,0.3
1764687090.6484976,DOWN,0.21,0.23,0.02,-1726.3,0xac6d13d2383fa406e859d03acf3046333d9a57b9308a545c832a3beb4d4fc5e2,4.7,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26
1764687184.4923172,DOWN,0.27,0.29,0.01,-1956.8,0x1e44194494f8fd893440260e59cbaf5dd2a1d05ba18876e99f58e4c52beb1e06,3.72,0.31,0.31,0.32,0.31,0.3,0.3,0.3,0.3
1764687178.040042,DOWN,0.22,0.24,0.01,-1866.5,0x749a77b7f86dd447945bf848a3f2d6ddc9fea62a15e1ac0ac935e9d82f799b98,4.5,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
1764687172.785876,DOWN,0.22,0.23,0.01,-1518.1,0xfaae6236e243a19e5a897740318fc8140d31149ce5e706e208f165deef97096c,4.7,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
1764687160.1104543,DOWN,0.19,0.19,0.01,-2148.1,0x721aa9a522d20bac739bf5b2a163c64dc6fb432dfc25b3d4e8df83ef29e5205c,5.68,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2
1764687266.2339134,UP,0.77,0.78,0.01,2241.8,0xe283cde278e26cb001ecdb2064f56c7fe3a8b5735e3088f073926c373b5380e2,1.38,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.76
1764687259.9356189,UP,0.7,0.72,0.01,1996.3,0x2aa2de6016f5185c91c68b86f5a47b1958e25aab106eff28a9ffe4ab80aff4bf,1.5,0.72,0.72,0.73,0.73,0.73,0.75,0.75,0.75
1764687254.2535207,UP,0.67,0.69,0.01,1876.9,0x8c229964f9bc256246b8ed40c518f00ad85c42609aaf5824f51aa385c7ba3009,1.57,0.69,0.68,0.68,0.68,0.67,0.67,0.69,0.69
1764687247.441946,UP,0.7,0.69,0.01,1896.5,0x6c2c455fbc96106325a29cdd609f28574a28a92648c13740f7b7dd0e0f9dff57,1.57,0.71,0.71,0.71,0.71,0.71,0.71,0.72,0.72
1764687241.0410962,DOWN,0.32,0.34,0.01,-1687.9,0x967edd0627d81cf1ec967b3852abba3ef243a018473833ee013b8f9c5b54ccc1,3.18,0.36,0.36,0.36,0.37,0.39,0.38,0.38,0.38
1764687229.9211998,UP,0.7,0.72,0.01,2351.4,0xaf3046b55e29d95d953c213459f89a971e62d213e523f5a734c8e6ddb5f35043,1.5,0.72,0.7,0.69,0.69,0.69,0.69,0.69,0.7
1764687218.9385164,DOWN,0.28,0.3,0.01,-1597.4,0xb8646c40413e493ac2b6b391c50455a00bc739c386e6ff4aebc0eacbd23b27c7,3.6,0.3,0.32,0.32,0.32,0.33,0.33,0.32,0.32
1764687301.8777478,UP,0.81,0.83,0.01,2839.1,0xdee44553b618bfce8ae6d669194c92e63e81788784015ff7c6fee5b1c2c96467,1.3,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82
1764687296.244679,UP,0.83,0.85,0.01,1576.0,0x5db674da9572e7b91dcbaea6ff135a4a7eaea4b8c7295faf1295a97168425f11,1.27,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83
1764687288.0243456,UP,0.8,0.82,0.01,1510.0,0x95914d1c29bf1ed1524fe401f5a65059e93d4ff944966debd71e40883694c799,1.32,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
1764687278.2773087,UP,0.78,0.8,0.01,1624.6,0xe1ee1fbad272bf3098c9c08b880b96badbe28db5594fd2414bc307f48c1e131e,1.35,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79
1764687271.7725842,DOWN,0.24,0.26,0.01,-2449.1,0x0d2bf473854a344e3d767603982161f61b319647505dd3b6867ad0aded3b546b,4.15,0.24,0.26,0.24,0.25,0.25,0.24,0.26,0.26
1764687624.1507952,DOWN,0.4,0.44,0.02,-1674.3,0xa6bc4ef0fafcde4aa319261f66c49884baf6158f41637ff6d9433dd68ae782dd,2.45,0.44,0.45,0.45,0.43,0.43,0.43,0.43,0.42
1764687618.9917898,DOWN,0.33,0.37,0.01,-3237.1,0xaeb3e28deab978d0ee14f1ef806b2fab7fc4075cbd245fe8de98ae36e7bbd6cb,2.92,0.38,0.38,0.38,0.38,0.39,0.4,0.41,0.4
1764687613.535329,UP,0.68,0.66,0.02,1513.8,0x766d8fab8201e7becb23f6ae183ab55321f14f21b4587f5860192d69dc9523cb,1.64,0.65,0.65,0.68,0.68,0.67,0.69,0.69,0.7
1764687608.5368028,DOWN,0.4,0.38,0.01,-2440.2,0xec240373b10c3974d792f0598bc8789270740be7487130ff30a4c65fd8e73fe5,2.84,0.38,0.38,0.38,0.39,0.39,0.39,0.38,0.37
1764687685.3873575,UP,0.64,0.63,0.01,2444.5,0xece717891c323a093e934d8191f0aa2594f2b92ec4e497d094acd5bb766f5382,1.71,0.63,0.65,0.66,0.66,0.66,0.66,0.66,0.67
1764687679.748551,DOWN,0.32,0.33,0.01,-1697.4,0xb8140b4dc3fba801b8179e9bbf6d8232a15d81089a6d616dddbde53e95b05dee,3.27,0.33,0.33,0.33,0.33,0.33,0.35,0.37,0.37
1764687672.8825083,UP,0.67,0.69,0.01,1695.9,0xc75da8a346fc7bba0cf5cee64b12b9f3eae03cb4e928eea70a1912ff69647963,1.57,0.69,0.71,0.71,0.71,0.71,0.71,0.69,0.69
1764687666.5355678,UP,0.65,0.67,0.01,1570.1,0xb15a0ef4a94ed3c84568c99085a61e7bdc2ebd26f5e76960426fbe133f1cfb1d,1.61,0.68,0.68,0.68,0.69,0.69,0.69,0.68,0.68
1764687660.7810762,DOWN,0.38,0.39,0.01,-1743.1,0x9b8a8ff4b1a73a6d208ecd4d5032a0d1d8f1fa9aac47c587212a9c522ceadb9b,2.77,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.39
1764687653.6807227,DOWN,0.41,0.42,0.01,-1595.3,0x318715724bad0786187dd5a2a7e1b3b678e90553f9d15659e6e0fadb98ad5797,2.57,0.42,0.4,0.4,0.4,0.4,0.39,0.38,0.38
1764687644.9737766,DOWN,0.33,0.36,0.01,-1597.2,0xa12a5f1bcc2284bf2cdb1b64177d94073a04f413dfea1700c51446c88b484f1b,3.0,0.37,0.37,0.38,0.38,0.39,0.39,0.39,0.39
1764687638.0322335,DOWN,0.39,0.43,0.01,-2006.7,0x43cff4a21f4c08cf3da7613d1ed46e9b7db598470acc3d68dc03e15e30b60d6b,2.51,0.43,0.44,0.44,0.44,0.43,0.42,0.4,0.4
1764687632.0966952,DOWN,0.37,0.37,0.01,-1566.2,0x1ab6fbd4b94ebf3c788e58173b2a94eb09f3526aeed96a2612ab397b71ce4dfe,2.92,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.4
1764687747.3804712,UP,0.78,0.78,0.02,1502.1,0x616be15b562be6e9704f2407523b08e49264d53df2ab08b552088c267116d125,1.38,0.78,0.77,0.76,0.76,0.76,0.79,0.79,0.79
1764687741.8792472,DOWN,0.23,0.24,0.02,-1772.8,0x9cbda87baddc627483a62eedf03d67407427876b3986d4867b76e62baa1ed387,4.5,0.23,0.23,0.23,0.23,0.24,0.24,0.23,0.24
1764687731.5294595,DOWN,0.23,0.26,0.01,-1504.9,0x0083e1f65c39e000ebbe6875051fbd872dc386df61b2dc6b37ddeee935731f4c,4.15,0.26,0.26,0.26,0.24,0.24,0.23,0.23,0.22
1764687726.210553,UP,0.72,0.73,0.02,1725.2,0xefabe15382756f715ad7ab1bcc39848d616270f45527fd8b7aa53639bd38cec3,1.47,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76
1764687719.5510201,DOWN,0.25,0.27,0.01,-2073.6,0x1385e89fb9c64e56a6a66ed133f416ca40b8210277bd0285e4fa0bd956b21ebb,4.0,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
1764687713.766904,UP,0.72,0.73,0.01,1610.7,0x82ab363fb16d14dbc6a2dacf28c5ad4b4fc616dfa4ed9e3a0773760d1ca1f05e,1.48,0.73,0.73,0.74,0.74,0.75,0.75,0.75,0.75
1764687707.0371587,DOWN,0.33,0.34,0.01,-1505.6,0x5f6494d22ad163c3616b2cfa1b94f1b4b4ab99d33ef15373fe9bc1211754358e,3.18,0.34,0.34,0.34,0.32,0.32,0.32,0.31,0.31
1764687700.528496,UP,0.73,0.75,0.01,2988.8,0x6cc65bff40d799c50567757abf6e88627d828d2a5f2ea13f43119291c62331c0,1.44,0.75,0.75,0.75,0.74,0.73,0.73,0.73,0.72
1764687694.51271,UP,0.69,0.69,0.01,2193.2,0xc245e3265cd40caed88c776142f034cf7daf566fe44d4924848f26759d5d9403,1.57,0.7,0.7,0.7,0.71,0.71,0.71,0.71,0.71
1764687790.5100908,UP,0.83,0.84,0.01,1805.0,0x3725236aa051d9d60a962e5c7310b1fb5f16eab8e48b437769b388515e48cbde,1.29,0.84,0.85,0.85,0.86,0.86,0.88,0.88,0.88
1764687784.3989534,UP,0.81,0.82,0.01,1598.4,0x7602fcca047b8bb5030a74742d17c64010ab52f02441fc0a3f92169a3a21bd0c,1.32,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.83
1764687777.5581093,DOWN,0.21,0.22,0.01,-1776.7,0x804c494cc231969766f68e0f72866faa9e31066ddfb0788e607fe4b277d7b198,4.91,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.24
1764687762.0896845,UP,0.8,0.81,0.02,1674.9,0x080ac69b2832d43a9092a618a6441e949cc7403ba16bc709d5dac736ddbbedfd,1.33,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
1764688525.6103718,UP,0.56,0.59,0.01,1835.2,0x78cbcbab5627256cfa011378591b2a0a06b416aca0df40be2425cdcb026595df,1.83,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.56
1764688520.6754003,DOWN,0.43,0.48,0.01,-1528.8,0xc8ca6f87d13aa47b4657945a5fc5cdd0f02b700e65ac62c8b3b3ab43df3709c8,2.25,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47
1764688515.6134062,UP,0.55,0.56,0.01,1780.7,0x4396cee124927450ae7e56505ad987dc7a4c8290282a111f8c5bfb20bfe0492d,1.93,0.55,0.56,0.56,0.57,0.57,0.57,0.58,0.58
1764688589.7092152,UP,0.43,0.43,0.01,1659.8,0x3f0169936e98fa4fbad44bb71fd2aea2797d00d7d6ff6ca1be0c3a450760fae2,2.51,0.43,0.43,0.43,0.42,0.41,0.41,0.41,0.42
1764688583.2524211,DOWN,0.52,0.53,0.02,-2134.3,0xf90bb2030d237e8403aea32eb2744b1e02ad95aff0a13bfe6d65be5ca62dd138,2.55,0.52,0.52,0.54,0.54,0.54,0.54,0.55,0.57
1764688576.94408,DOWN,0.58,0.58,0.01,-1607.5,0x341ac15f3ed037df63868fbbcb7df1477112d94fd643c3bea7a9f62d53786ea3,1.86,0.58,0.58,0.59,0.58,0.58,0.58,0.58,0.58
1764688571.396664,UP,0.51,0.5,0.02,1671.9,0xdb1943edcc73d4a3157968e1b8d9c85fc69cbff36db333cad49faf74a9593b90,2.52,0.49,0.48,0.47,0.47,0.46,0.45,0.44,0.44
1764688565.6344357,DOWN,0.57,0.58,0.02,-1816.5,0x2d19e75b7d544871162e8fd319a328c4f22c7cdbc5bcc582fac0829646be058a,1.86,0.58,0.58,0.58,0.57,0.54,0.54,0.56,0.56
1764688559.239298,UP,0.47,0.48,0.01,1877.8,0xd04aa6252c9f17efa4566e0ba7cba28ad39692d84928bd2bba71639c7e497a85,2.81,0.48,0.47,0.47,0.47,0.47,0.47,0.46,0.45
1764688553.628736,UP,0.55,0.53,0.01,1504.0,0xc63ba2ff6d6dd0fc6d1ca5f350de1ae4a5f36dcfabf453e2fde169f6d24322b2,2.04,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.51
1764688547.4081757,DOWN,0.4,0.41,0.01,-1813.6,0xe7990d5c9e11b61452034e9554ac847b4d73151518089b2133947d1b679e6534,2.63,0.41,0.43,0.43,0.43,0.44,0.44,0.45,0.45
1764688540.1410882,DOWN,0.38,0.39,0.01,-2292.0,0x89f44979725260ab96b98e63d4788c3bb4137a2cee962949dbcadd36a15d3fc4,2.77,0.4,0.4,0.4,0.4,0.38,0.38,0.39,0.39
1764688532.5936282,UP,0.57,0.6,0.01,1500.3,0xa3d7816d59d630c6149991347a07a6d0b199589dc4c231b511cab1f8771abfc8,1.8,0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.62
1764688624.523014,UP,0.49,0.49,0.02,2100.3,0x3a01cf84f69bbd10ad8ac299f21ccd2133b7a8478e4eb89561254b96aee39fbe,2.76,0.52,0.51,0.5,0.5,0.52,0.54,0.54,0.55
1764688619.492237,DOWN,0.47,0.48,0.01,-3102.2,0x49b516392c76044133c39561df985a70217968d38a1bda168f80f2b94fa67d24,2.25,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.48
1764688612.5031304,UP,0.51,0.52,0.01,1686.8,0xeb865b15f53393aa84d07f5f7392935a6472fddfdfb7ca0872b9043811e89279,2.42,0.53,0.54,0.54,0.54,0.54,0.54,0.53,0.55
1764688601.3377686,DOWN,0.59,0.6,0.01,-1532.8,0x5850e672c20669c09fc1884551ba21984f80f87754757671b727022096bc5840,1.8,0.57,0.56,0.55,0.56,0.56,0.56,0.58,0.58
1764688595.227406,UP,0.43,0.44,0.01,2591.9,0xf167110b6430d4e70f547d246d47109f53b3d49f23060989aeb3c91b749e783f,2.45,0.44,0.44,0.43,0.41,0.42,0.42,0.42,0.41
1764688692.9584942,UP,0.58,0.58,0.01,1279.1,0x6b208c8f234a01f70a1b61bca7e8848e5dbddf4e3387b27507adede0380992a4,1.86,0.57,0.56,0.56,0.52,0.52,0.52,0.51,0.51
1764688685.6908054,DOWN,0.49,0.49,0.01,-1259.4,0xfffdd03d749d6ff5c65467af58e05d1414d6d14fdee241bd222fa6e2c1e406c9,2.57,0.5,0.5,0.51,0.51,0.51,0.52,0.52,0.52
1764688680.2281892,UP,0.55,0.56,0.01,1065.8,0xac5e61b15c1a2a7eb9ce753daaa0a16c3848d9b8bd22977febdb2335e695a1cb,1.93,0.56,0.54,0.54,0.54,0.53,0.53,0.54,0.54
1764688673.966314,UP,0.51,0.53,0.01,1063.4,0x2c643cbe312da0cf3823af89389cc6525d8163dc8e78a62a4f6caed41a9bb32a,2.21,0.53,0.53,0.53,0.53,0.53,0.53,0.54,0.55
1764688668.6567929,UP,0.48,0.49,0.01,1322.8,0x5957d67d89305d02ba4abc8b21a6bdeccd735d71c8cdf4e3cf4f6988a31ad069,2.76,0.48,0.48,0.48,0.47,0.47,0.48,0.47,0.5
1764688662.6221619,UP,0.45,0.46,0.01,1396.9,0x2e246708a3adaed8dbcc89f427cd9b09872f2579f3f44a41efef634dd113c4f1,2.54,0.46,0.45,0.46,0.45,0.45,0.47,0.47,0.47
1764688657.583307,DOWN,0.55,0.55,0.01,-1624.6,0x7aa344c68303a95b0d8b036aa7c2f67b6452968e986bf2c0777fe00fe03d090a,1.96,0.57,0.57,0.57,0.59,0.59,0.6,0.6,0.6
1764688651.5044916,DOWN,0.57,0.58,0.01,-1131.3,0xccf088b72dd8f910e892c5957dcd361e05eda9e2d47804eca82a3409f7560fb6,1.86,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58
1764688646.422744,UP,0.48,0.49,0.01,1070.7,0x629e4e65f0a98ff6deab08982dc0f4216efc0076664f4ea15008d12dfbb65266,2.76,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.47
1764688640.6050687,DOWN,0.47,0.52,0.01,-1295.3,0x5ea320f01633f8374333d18332620cdb59ab4c0874ee76cde60583b041c52b14,2.6,0.52,0.52,0.52,0.53,0.54,0.53,0.53,0.52
1764688754.3482375,UP,0.37,0.38,0.01,1065.3,0xa1a8fbbf61493e1370e6b4db2861481b12d110c303de7b32aae10beddcc52ec7,2.84,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37
1764688747.467794,UP,0.37,0.38,0.01,3157.9,0x4fbcbffb11b145e9dce9ac31289225350b02a7e0f373ae8921aaee044c656471,2.84,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.39
1764688742.2131834,UP,0.33,0.34,0.01,1169.8,0x46c29f94745634bf087cfd64bbd363b17679df77905fb28c030c225e701ceac0,3.18,0.34,0.34,0.35,0.35,0.36,0.36,0.36,0.37
1764688736.7032175,DOWN,0.65,0.64,0.01,-1390.7,0x76962662e27202a531536a50d76953f4047eeb02079b74e6322e0395ae893524,1.69,0.64,0.64,0.65,0.65,0.65,0.65,0.66,0.66
1764688730.9792,DOWN,0.62,0.63,0.01,-1019.0,0x6c7f5dfd15a662f29cb816b946ee547136721865202a13f2dc118654ce3d0bbc,1.71,0.63,0.61,0.61,0.61,0.61,0.61,0.62,0.62
1764688725.3417647,DOWN,0.6,0.61,0.01,-1006.0,0xed39619c92d713bfb674deaced93736b0e51340c6be671b4ba65625e05f261e2,1.77,0.61,0.61,0.61,0.6,0.6,0.59,0.6,0.59
1764688720.141589,DOWN,0.55,0.56,0.01,-1966.0,0xba2b79438d1625980117ede67fde516f3a3ec6eb6704227fbc967619eebe884c,1.93,0.56,0.54,0.54,0.55,0.55,0.57,0.56,0.57
1764688713.9866052,UP,0.43,0.44,0.01,1021.7,0x0b3627725e19c1cac2f970e6e4922bdf130b76af10849b5b70b7b2bf8ff82dc7,2.45,0.43,0.43,0.43,0.44,0.44,0.44,0.45,0.45
1764688708.9590049,DOWN,0.55,0.57,0.01,-1433.5,0x183ff74de30bcb2eca4c1cf9c7895376ace679e87d7bc87648a6594811ac849c,1.89,0.59,0.59,0.59,0.6,0.6,0.6,0.59,0.59
1764688704.2536297,UP,0.43,0.45,0.01,1060.3,0xb0b8562499f7ab4a236b65501b468f3661a0e4561ecef7bfe3331bad0234baf8,2.4,0.44,0.44,0.45,0.45,0.47,0.48,0.48,0.46
1764688697.9788024,DOWN,0.55,0.56,0.01,-1111.8,0x79f1cbdd1774a3f6e9ad9e690b9b80a358c2e6ce1c615e1b336e7cfc14daf2fb,1.93,0.56,0.56,0.56,0.55,0.55,0.55,0.54,0.57
1764688814.9813888,DOWN,0.66,0.69,0.01,-1178.7,0xfce5266e70fa14d361ad05606ab8d7f8a6b174205cd2d90050d637fa1260732f,1.57,0.69,0.69,0.7,0.7,0.69,0.69,0.69,0.73
1764688809.3651216,UP,0.38,0.38,0.01,1035.2,0xf152dece476b4ffebfb7121333da930e4c455b6eb0e218fe9c9f36544bfe8f43,2.84,0.38,0.38,0.39,0.39,0.39,0.39,0.4,0.4
1764688803.5042942,UP,0.45,0.46,0.01,1055.7,0xe895da800c102da87869de625fbec8c270a64ace456cd1ceabe9b7dbc08201d4,2.35,0.45,0.46,0.45,0.45,0.46,0.45,0.44,0.41
1764688795.1990242,UP,0.43,0.45,0.01,1405.0,0xaa21b60bb37a1b7acb264ecd5a713f5c7fbe843221208ca7e0e4da3c987c4e67,2.4,0.45,0.46,0.45,0.45,0.45,0.45,0.46,0.45
1764688792.393515,UP,0.43,0.45,0.02,1003.9,0x9b7886f5576268b8bc43c5121a6c4412d68074f6a4aa96b0c99beaae9720210c,2.4,0.47,0.46,0.46,0.46,0.44,0.44,0.44,0.43
1764688783.8245966,DOWN,0.58,0.59,0.01,-1352.2,0x51e407e7b73fa75079f0e7899dc7755552b309e7ee8e747e3f7575f8a399a632,1.83,0.59,0.59,0.6,0.6,0.6,0.59,0.58,0.58
1764688777.02956,UP,0.41,0.42,0.01,1041.2,0xad8c29797b8de796e2886b20e89d6dd7542e348d6403a1c525e19936942b0633,2.57,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41
1764688771.8958335,DOWN,0.58,0.59,0.02,-1689.1,0x810a950b4726d0364fafc3e46e3b1d64707d470ded6dc8c9de7ce9552cbb748c,1.83,0.59,0.6,0.6,0.6,0.6,0.6,0.59,0.58
1764688764.833298,UP,0.4,0.41,0.01,1193.6,0xe53d67ff49b21edf7ac759f81b02b8c3e98e9d098ee6cd7bf221b89645a485d6,2.63,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.41
1764688759.6557152,UP,0.41,0.41,0.01,1830.5,0xfc5bafddddc391aaf9fe1fddc2410a7dafdf2377406618d8797d32a7c6e9b343,2.63,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.4
1764688873.704345,UP,0.32,0.35,0.01,1122.2,0x84c75c583d2d5d8c4d0ea15f9c00bcaed0fc740ba1fb083d1bf75d93b69d030e,3.09,0.34,0.35,0.34,0.33,0.34,0.34,0.34,0.35
1764688868.4537995,UP,0.33,0.33,0.02,1144.3,0xde649314d78b3e45c8e76039cf892245dfd2c00492ead535fc1fc2503cfb3ccc,3.27,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35
1764688862.744749,DOWN,0.66,0.7,0.01,-1621.9,0xc7f132a0f3986668e808bc12f25628f5ba5064445ad389be45134f536ac0aee6,1.54,0.71,0.7,0.68,0.68,0.68,0.66,0.66,0.66
1764688857.2412214,DOWN,0.69,0.7,0.01,-1012.1,0x9959dea6ab6cc77a2420d6823c1ba0ee0a699bb0a47bbee3ecbe687070408c61,1.54,0.7,0.7,0.69,0.7,0.7,0.69,0.69,0.69
1764688850.2880075,DOWN,0.63,0.65,0.01,-1437.6,0xacf23f9cfe5219f6325b6a42bad85bb0021c7e83016fa86514a8c6be2f533be1,1.66,0.66,0.67,0.67,0.67,0.66,0.67,0.67,0.67
1764688841.2368848,UP,0.34,0.35,0.02,1370.7,0x245b59238e169ec81f159ec92933a58c7bd72232382415a298eb7b329ae2998f,3.09,0.35,0.35,0.36,0.36,0.36,0.36,0.34,0.34
1764688834.4249547,DOWN,0.68,0.69,0.01,-13214.8,0x1afa0e19931506ce76574580af759a39ca13f24c22cddf78d94954a6e41501ea,1.57,0.69,0.69,0.69,0.69,0.69,0.68,0.68,0.68
